fullVisitorId,signup_date
9740699168397684594,2016-11-24
8161317106216778183,2016-11-22
0678265904937724611,2016-11-23
0525539570341359845,2016-11-23
1950734879682603668,2016-11-24
3215164451159039562,2016-11-23
8904706331226264236,2016-11-23
4219337435457503368,2016-11-23
4651572993381480027,2016-11-24
6252872257650066013,2016-11-23
5734590484153780543,2016-11-24
6985027260967749110,2016-11-23
6848640316689205655,2016-11-23
392093775335964048,2016-11-24
6739770750397128356,2016-11-23
437469077244128532,2016-11-23
4511704618243693613,2016-09-05
4909289144659043353,2016-10-05
6775739175434635119,2016-11-24
2871920764211916175,2016-11-23
2628175916794749307,2016-09-01
7928058336513364983,2016-11-23
8859531369405551890,2016-11-23
562667783228306450,2016-11-23
8553620792431016991,2016-11-23
0481175549993040247,2016-11-23
5043190249071884719,2016-11-23
6628429166308876209,2016-11-23
2126871043408308951,2016-11-24
4261265549067776603,2016-11-24
9591402237031588758,2016-11-23
759349843273010703,2016-11-23
5087023697970123737,2016-11-24
5872081839975675400,2016-11-24
3316302661741881044,2016-11-24
9833513285410188974,2016-11-23
1623683240518778665,2016-11-23
5815243481682864672,2016-11-23
957708960721760145,2016-11-23
19863857749433661,2016-11-23
4241930077422084378,2016-10-17
3452735780867394672,2016-11-23
3791415397835805561,2016-08-18
7789928004145418437,2016-11-23
2677804249884074783,2017-06-17
2114661489356831484,2017-06-17
6639319143218300079,2017-06-18
28716425611244869,2017-06-17
3806235665751318255,2017-06-18
5032494363113896312,2017-06-17
0777464031562313044,2017-06-15
7033901719674661506,2017-06-18
6401730330027120261,2017-06-17
7313283205363849370,2017-06-18
4906166562452168935,2017-06-17
6937596541435492866,2017-06-18
1550774324539406943,2017-06-17
0420194262816471677,2017-06-17
6853756627985649754,2017-06-17
0772458075071042496,2017-06-17
9464793793612155395,2017-06-17
1766811648993247430,2017-06-17
1978872459855912645,2017-06-17
5749897176932011001,2017-06-17
771533337999206011,2017-06-17
823031145239430826,2017-06-18
3517932572674599761,2017-06-17
1933140114644904729,2017-06-17
8247400746846608217,2017-06-17
7074495104380467954,2017-06-18
350043322749085512,2017-06-10
2192041532553348382,2017-06-18
5013642528937183731,2017-06-18
156196868943573576,2017-06-17
3409047158445547697,2017-06-18
7727079699084710471,2017-06-18
4950689598354242985,2017-06-17
331622448628531160,2017-06-17
0069858514768133171,2017-06-18
04485187955697345,2017-06-17
8230985500991587122,2017-06-18
0911066238367936196,2017-06-17
568926162940210824,2017-06-17
9501762272627392597,2017-06-17
2584325239090818797,2017-06-18
0981563530068908322,2017-06-17
7676973519660285420,2017-06-12
7892758650430121549,2017-06-13
0101289388517146328,2017-02-28
8363965392415778065,2017-06-12
380539405212771144,2017-06-12
6675713340337566134,2017-06-12
4565897319942851113,2017-06-12
